8
0.892746 14.1498 0 -5.41895 3.82436
1.14275 -14.617 10.6124 -2.76586 2.69071
1.39275 3.31537 -0.350357 -0.200357 2.43413
1.64275 1.29443 2.13617 0.246096 2.41394
1.89275 -2.34984 3.10699 1.55688 2.6292
2.14275 -4.55845 1.34461 2.66978 3.1759
2.39275 80.6535 -2.07423 2.48738 3.85615
2.64275 -77.8878 58.4159 16.5728 5.60857
2.89275 31.1768 12.1858
